RXCUI,NAME,TTY,ATC_CLS,CLS_NAME,ATC_IN,IN_NAME,IN_RxCUI
801019,alanine 10.4 MG/ML / arginine 5.75 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 150 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / sodium acetate trihydrate 3.4 MG/ML / sodium chloride 0.01 MEQ/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801029,alanine 10.4 MG/ML / arginine 5.75 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 200 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / sodium acetate trihydrate 3.4 MG/ML / sodium chloride 0.01 MEQ/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801032,alanine 10.4 MG/ML / arginine 5.75 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 250 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / sodium acetate trihydrate 3.4 MG/ML / sodium chloride 0.01 MEQ/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801133,alanine 27.6 MG/ML / arginine 19.6 MG/ML / aspartate 6 MG/ML / glutamate 10.2 MG/ML / glycine 20.6 MG/ML / histidine 11.8 MG/ML / isoleucine 10.8 MG/ML / leucine 10.8 MG/ML / lysine 13.5 MG/ML / methionine 7.6 MG/ML / phenylalanine 10 MG/ML / proline 13.4 MG/ML / serine 10.2 MG/ML / threonine 9.8 MG/ML / tryptophan 3.2 MG/ML / tyrosine 0.5 MG/ML / valine 14.4 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801395,alanine 3.2 MG/ML / arginine 7.3 MG/ML / aspartate 1.9 MG/ML / cysteine 0.14 MG/ML / glutamate 3 MG/ML / glycine 2.2 MG/ML / histidine 2.9 MG/ML / isoleucine 4.9 MG/ML / leucine 8.4 MG/ML / lysine 4.9 MG/ML / methionine 2 MG/ML / phenylalanine 2.9 MG/ML / proline 4.1 MG/ML / serine 2.3 MG/ML / taurine 0.15 MG/ML / threonine 2.5 MG/ML / tryptophan 1.2 MG/ML / tyrosine 1.4 MG/ML / valine 4.7 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801403,alanine 5.4 MG/ML / arginine 12 MG/ML / aspartate 3.2 MG/ML / cysteine 0.16 MG/ML / glutamate 5 MG/ML / glycine 3.6 MG/ML / histidine 4.8 MG/ML / isoleucine 8.2 MG/ML / leucine 14 MG/ML / lysine 8.2 MG/ML / methionine 3.4 MG/ML / phenylalanine 4.8 MG/ML / proline 6.8 MG/ML / serine 3.8 MG/ML / taurine 0.25 MG/ML / threonine 4.2 MG/ML / tryptophan 2 MG/ML / tyrosine 2.4 MG/ML / valine 7.8 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801413,alanine 2.1 MG/ML / arginine 2.9 MG/ML / calcium acetate 0.003 MEQ/ML / cysteine 0.2 MG/ML / glycerin 30 MG/ML / glycine 4.2 MG/ML / histidine 0.85 MG/ML / isoleucine 2.1 MG/ML / leucine 2.7 MG/ML / lysine 3.1 MG/ML / magnesium acetate 0.008 MEQ/ML / methionine 1.6 MG/ML / phenylalanine 1.7 MG/ML / phosphoric acid 0.41 MG/ML / potassium chloride 0.02 MEQ/ML / proline 3.4 MG/ML / serine 1.8 MG/ML / sodium acetate 0.025 MEQ/ML / sodium chloride 0.014 MEQ/ML / threonine 1.2 MG/ML / tryptophan 0.46 MG/ML / valine 2 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801644,alanine 20.7 MG/ML / arginine 11.5 MG/ML / glycine 10.3 MG/ML / histidine 4.8 MG/ML / isoleucine 6 MG/ML / leucine 7.3 MG/ML / lysine 5.8 MG/ML / methionine 4 MG/ML / phenylalanine 5.6 MG/ML / proline 6.8 MG/ML / serine 5 MG/ML / threonine 4.2 MG/ML / tryptophan 1.8 MG/ML / tyrosine 0.4 MG/ML / valine 5.8 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
830651,alanine 12.8 MG/ML / arginine 9.8 MG/ML / glycine 12.8 MG/ML / histidine 3 MG/ML / isoleucine 7.2 MG/ML / leucine 9.4 MG/ML / lysine 7.2 MG/ML / methionine 4 MG/ML / phenylalanine 4.4 MG/ML / proline 8.6 MG/ML / serine 4.2 MG/ML / threonine 5.2 MG/ML / tryptophan 1.6 MG/ML / tyrosine 0.44 MG/ML / valine 8 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
830680,alanine 11 MG/ML / arginine 8.5 MG/ML / glycine 11 MG/ML / histidine 2.6 MG/ML / isoleucine 6.2 MG/ML / leucine 8.1 MG/ML / lysine 6.24 MG/ML / methionine 3.4 MG/ML / phenylalanine 3.8 MG/ML / proline 7.5 MG/ML / serine 3.7 MG/ML / threonine 4.6 MG/ML / tryptophan 1.5 MG/ML / tyrosine 0.44 MG/ML / valine 6.8 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
830731,alanine 11 MG/ML / arginine 8.5 MG/ML / glycine 11 MG/ML / histidine 2.6 MG/ML / isoleucine 6.2 MG/ML / leucine 8.1 MG/ML / lysine 6.24 MG/ML / magnesium chloride 0.00502 MEQ/ML / methionine 3.4 MG/ML / phenylalanine 3.8 MG/ML / potassium chloride 0.0654 MEQ/ML / proline 7.5 MG/ML / serine 3.7 MG/ML / sodium chloride 0.00479 MEQ/ML / sodium phosphate 0.0299 MEQ/ML / threonine 4.6 MG/ML / tryptophan 1.5 MG/ML / tyrosine 0.44 MG/ML / valine 6.8 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
831074,"alanine 9 MG/ML / arginine 6.9 MG/ML / glycine 9 MG/ML / histidine 2.1 MG/ML / isoleucine 5.1 MG/ML / leucine 6.6 MG/ML / lysine 5.1 MG/ML / magnesium chloride 0.005 MEQ/ML / methionine 2.8 MG/ML / phenylalanine 3.1 MG/ML / potassium chloride 0.065 MEQ/ML / proline 6.1 MG/ML / serine 3 MG/ML / sodium chloride 0.00479 MEQ/ML / sodium phosphate, dibasic 0.0299 MEQ/ML / threonine 3.7 MG/ML / tryptophan 1.2 MG/ML / tyrosine 0.44 MG/ML / valine 5.6 MG/ML Injectable Solution",SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
831290,"alanine 8.44 MG/ML / arginine 8.65 MG/ML / aspartate 5.95 MG/ML / glutamate 6.27 MG/ML / glycine 4.25 MG/ML / histidine 2.55 MG/ML / isoleucine 5.61 MG/ML / leucine 8.5 MG/ML / lysine 8.93 MG/ML / magnesium chloride 0.005 MEQ/ML / methionine 1.46 MG/ML / phenylalanine 2.53 MG/ML / potassium chloride 0.066 MEQ/ML / proline 6.14 MG/ML / serine 4.5 MG/ML / sodium chloride 0.01 MEQ/ML / sodium phosphate, dibasic 0.0299 MEQ/ML / threonine 3.4 MG/ML / tryptophan 1.7 MG/ML / tyrosine 2.3 MG/ML / valine 4.25 MG/ML Injectable Solution",SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
831426,alanine 4.9 MG/ML / arginine 8.61 MG/ML / aspartate 3.7 MG/ML / glutamate 5.76 MG/ML / glycine 2.7 MG/ML / histidine 2.2 MG/ML / isoleucine 5.34 MG/ML / leucine 8.31 MG/ML / lysine 4.75 MG/ML / methionine 1.25 MG/ML / phenylalanine 3 MG/ML / proline 5.7 MG/ML / serine 3.47 MG/ML / taurine 0.5 MG/ML / threonine 3.6 MG/ML / tryptophan 1.25 MG/ML / tyrosine 0.44 MG/ML / valine 4.52 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
847781,alanine 4.48 MG/ML / arginine 3.43 MG/ML / glycine 4.48 MG/ML / histidine 1.05 MG/ML / isoleucine 2.52 MG/ML / leucine 3.29 MG/ML / lysine 2.52 MG/ML / magnesium acetate 0.003 MEQ/ML / methionine 1.4 MG/ML / phenylalanine 1.54 MG/ML / phosphoric acid 0.4 MG/ML / potassium acetate 0.01 MEQ/ML / proline 3 MG/ML / serine 1.47 MG/ML / sodium chloride 0.04 MEQ/ML / threonine 1.82 MG/ML / tryptophan 0.56 MG/ML / tyrosine 0.31 MG/ML / valine 2.8 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
1094079,tryptophan 1.65 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
316872,tryptophan 500 MG,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
435493,tryptophan 100 MG,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
799890,tryptophan 1.2 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
799911,tryptophan 1.5 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
799943,tryptophan 1.6 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
799965,tryptophan 0.56 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800162,tryptophan 1.7 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800184,tryptophan 3 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800206,tryptophan 1.4 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800234,tryptophan 2 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800265,tryptophan 0.88 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800291,tryptophan 0.66 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800315,tryptophan 1.25 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800338,tryptophan 1.8 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800360,tryptophan 0.77 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800431,tryptophan 0.9 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800465,tryptophan 0.5 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
800581,tryptophan 2.5 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
801130,tryptophan 3.2 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
801411,tryptophan 0.46 MG/ML,SCDC,N06AX,SNRIs,N06AX02,tryptophan,10898
1014425,alanine / arginine / cysteine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / phosphoric acid / proline / serine / sodium bisulfite / threonine / tryptophan / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1094081,arginine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / threonine / tryptophan / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1094139,melatonin / tryptophan Oral Capsule,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1293411,5-hydroxytryptophan / magnesium oxide / melatonin / tryptophan / vitamin B6 Oral Capsule,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
374258,tryptophan Oral Capsule,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
374259,tryptophan Oral Tablet,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
799893,"alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate, dibasic / threonine / tryptophan / tyrosine / valine Injectable Solution",SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800187,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800247,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium acetate / methionine / phenylalanine / phosphoric acid / potassium acetate / proline / serine / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800268,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800293,alanine / arginine / cysteine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / phosphoric acid / proline / serine / threonine / tryptophan / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800340,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800363,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800395,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800562,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / sodium metabisulfite / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
801394,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
801412,alanine / arginine / calcium acetate / cysteine / glycerin / glycine / histidine / isoleucine / leucine / lysine / magnesium acetate / methionine / phenylalanine / phosphoric acid / potassium chloride / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
830724,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
831289,"alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate, dibasic / threonine / tryptophan / tyrosine / valine Injectable Solution",SCDF,N06AX,SNRIs,N06AX02,tryptophan,10898
2645885,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
2648396,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution,SCDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
1153679,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / sodium metabisulfite / taurine / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1153680,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1153991,"alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate, dibasic / threonine / tryptophan / tyrosine / valine Injectable Product",SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1153992,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1153993,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1153997,alanine / arginine / cysteine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / phosphoric acid / proline / serine / threonine / tryptophan / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1153998,alanine / arginine / cysteine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / phosphoric acid / proline / serine / sodium bisulfite / threonine / tryptophan / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1154296,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1154298,"alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate, dibasic / threonine / tryptophan / tyrosine / valine Injectable Product",SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1154299,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1154301,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1154302,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium acetate / methionine / phenylalanine / phosphoric acid / potassium acetate / proline / serine / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1154303,alanine / arginine / calcium acetate / cysteine / glycerin / glycine / histidine / isoleucine / leucine / lysine / magnesium acetate / methionine / phenylalanine / phosphoric acid / potassium chloride / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1154320,arginine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / threonine / tryptophan / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1159214,melatonin / tryptophan Oral Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1159215,melatonin / tryptophan Pill,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1159365,tryptophan Oral Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1159366,tryptophan Pill,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1293409,5-hydroxytryptophan / magnesium oxide / melatonin / tryptophan / vitamin B6 Oral Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1293410,5-hydroxytryptophan / magnesium oxide / melatonin / tryptophan / vitamin B6 Pill,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
2205191,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Product,SCDG,N06AX,SNRIs,N06AX02,tryptophan,10898
2662269,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Product,SCDGP,N06AX,SNRIs,N06AX02,tryptophan,10898
2663117,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Product,SCDGP,N06AX,SNRIs,N06AX02,tryptophan,10898
2536554,24 HR viloxazine 100 MG Extended Release Oral Capsule [Qelbree],SBD,N06AX,SNRIs,N06AX09,viloxazine,11196
2536752,24 HR viloxazine 150 MG Extended Release Oral Capsule [Qelbree],SBD,N06AX,SNRIs,N06AX09,viloxazine,11196
2536758,24 HR viloxazine 200 MG Extended Release Oral Capsule [Qelbree],SBD,N06AX,SNRIs,N06AX09,viloxazine,11196
2536550,viloxazine 100 MG [Qelbree],SBDC,N06AX,SNRIs,N06AX09,viloxazine,11196
2536751,viloxazine 150 MG [Qelbree],SBDC,N06AX,SNRIs,N06AX09,viloxazine,11196
2536757,viloxazine 200 MG [Qelbree],SBDC,N06AX,SNRIs,N06AX09,viloxazine,11196
2536551,viloxazine Extended Release Oral Capsule [Qelbree],SBDF,N06AX,SNRIs,N06AX09,viloxazine,11196
2536552,Qelbree Oral Product,SBDG,N06AX,SNRIs,N06AX09,viloxazine,11196
2536553,Qelbree Pill,SBDG,N06AX,SNRIs,N06AX09,viloxazine,11196
2536548,24 HR viloxazine 100 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX09,viloxazine,11196
2536750,24 HR viloxazine 150 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX09,viloxazine,11196
2536756,24 HR viloxazine 200 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX09,viloxazine,11196
2536749,viloxazine 150 MG,SCDC,N06AX,SNRIs,N06AX09,viloxazine,11196
2536755,viloxazine 200 MG,SCDC,N06AX,SNRIs,N06AX09,viloxazine,11196
452539,viloxazine 100 MG,SCDC,N06AX,SNRIs,N06AX09,viloxazine,11196
2536547,viloxazine Extended Release Oral Capsule,SCDF,N06AX,SNRIs,N06AX09,viloxazine,11196
1160523,viloxazine Oral Product,SCDG,N06AX,SNRIs,N06AX09,viloxazine,11196
1160524,viloxazine Pill,SCDG,N06AX,SNRIs,N06AX09,viloxazine,11196
1433223,24 HR levomilnacipran 120 MG Extended Release Oral Capsule [Fetzima],SBD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433229,24 HR levomilnacipran 20 MG Extended Release Oral Capsule [Fetzima],SBD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433235,24 HR levomilnacipran 40 MG Extended Release Oral Capsule [Fetzima],SBD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433241,24 HR levomilnacipran 80 MG Extended Release Oral Capsule [Fetzima],SBD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433219,levomilnacipran 120 MG [Fetzima],SBDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433228,levomilnacipran 20 MG [Fetzima],SBDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433234,levomilnacipran 40 MG [Fetzima],SBDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433240,levomilnacipran 80 MG [Fetzima],SBDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433220,levomilnacipran Extended Release Oral Capsule [Fetzima],SBDF,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433221,Fetzima Oral Product,SBDG,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433222,Fetzima Pill,SBDG,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433217,24 HR levomilnacipran 120 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433227,24 HR levomilnacipran 20 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433233,24 HR levomilnacipran 40 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433239,24 HR levomilnacipran 80 MG Extended Release Oral Capsule,SCD,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433213,levomilnacipran 120 MG,SCDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433226,levomilnacipran 20 MG,SCDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433232,levomilnacipran 40 MG,SCDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433238,levomilnacipran 80 MG,SCDC,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433216,levomilnacipran Extended Release Oral Capsule,SCDF,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433214,levomilnacipran Oral Product,SCDG,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1433215,levomilnacipran Pill,SCDG,N06AX,SNRIs,N06AX28,levomilnacipran,1433212
1790886,vortioxetine 10 MG Oral Tablet [Trintellix],SBD,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790890,vortioxetine 20 MG Oral Tablet [Trintellix],SBD,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790892,vortioxetine 5 MG Oral Tablet [Trintellix],SBD,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790882,vortioxetine 10 MG [Trintellix],SBDC,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790889,vortioxetine 20 MG [Trintellix],SBDC,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790891,vortioxetine 5 MG [Trintellix],SBDC,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790883,vortioxetine Oral Tablet [Trintellix],SBDF,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790884,Trintellix Oral Product,SBDG,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1790885,Trintellix Pill,SBDG,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439808,vortioxetine 10 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439810,vortioxetine 20 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439812,vortioxetine 5 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439840,vortioxetine 15 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439804,vortioxetine 10 MG,SCDC,N06AX,SNRIs,N06AX26,vortioxetine,1455099
