"rxcui","in","str","unit"
"897589","verapamil","200","MG"
"897595","verapamil","300","MG"
"897611","verapamil","120","MG"
"897617","verapamil","180","MG"
"897623","verapamil","240","MG"
"897629","verapamil","360","MG"
"897682","verapamil","80","MG"
"897705","verapamil","2.5","MG"
"897718","verapamil","40","MG"
"901437","verapamil","160","MG"
"901449","verapamil","8","MG"
"1000000","amlodipine","5","MG"
"1000000","olmesartan","40","MG"
"1000000","hydrochlorothiazide","12.5","MG"
"1000005","amlodipine","5","MG"
"1000005","olmesartan","40","MG"
"1000005","hydrochlorothiazide","25","MG"
"1600722","amlodipine","10","MG"
"1600722","perindopril","14","MG"
"1600726","amlodipine","2.5","MG"
"1600726","perindopril","3.5","MG"
"1600730","amlodipine","5","MG"
"1600730","perindopril","7","MG"
"2049593","celecoxib","200","MG"
"2049593","amlodipine","2.5","MG"
"212542","amlodipine","2.5","MG"
"212549","amlodipine","5","MG"
"212575","amlodipine","10","MG"
"2184126","amlodipine","1","MG"
"2266816","celecoxib","200","MG"
"2266816","amlodipine","10","MG"
"2266818","celecoxib","200","MG"
"2266818","amlodipine","5","MG"
"2599179","amlodipine","1","MG"
"724879","amlodipine","10","MG"
"724879","valsartan","160","MG"
"724887","amlodipine","10","MG"
"724887","valsartan","320","MG"
"724891","amlodipine","5","MG"
"724891","valsartan","160","MG"
"724895","amlodipine","5","MG"
"724895","valsartan","320","MG"
"744624","amlodipine","10","MG"
"744624","olmesartan","20","MG"
"744628","amlodipine","10","MG"
"744628","olmesartan","40","MG"
"744632","amlodipine","5","MG"
"744632","olmesartan","20","MG"
"744636","amlodipine","5","MG"
"744636","olmesartan","40","MG"
"750199","amlodipine","10","MG"
"750199","atorvastatin","10","MG"
"750203","amlodipine","10","MG"
"750203","atorvastatin","20","MG"
"750207","amlodipine","10","MG"
"750207","atorvastatin","40","MG"
"750211","amlodipine","10","MG"
"750211","atorvastatin","80","MG"
"750215","amlodipine","2.5","MG"
"750215","atorvastatin","40","MG"
"750227","amlodipine","5","MG"
"750227","atorvastatin","10","MG"
"750231","amlodipine","5","MG"
"750231","atorvastatin","20","MG"
"750235","amlodipine","5","MG"
"750235","atorvastatin","40","MG"
"750239","amlodipine","5","MG"
"750239","atorvastatin","80","MG"
"848134","amlodipine","10","MG"
"848134","hydrochlorothiazide","12.5","MG"
"848134","valsartan","160","MG"
"848139","amlodipine","10","MG"
"848139","hydrochlorothiazide","25","MG"
"848139","valsartan","320","MG"
"848144","amlodipine","5","MG"
"848144","hydrochlorothiazide","12.5","MG"
"848144","valsartan","160","MG"
"848149","amlodipine","5","MG"
"848149","hydrochlorothiazide","25","MG"
"848149","valsartan","160","MG"
"848155","amlodipine","10","MG"
"848155","hydrochlorothiazide","25","MG"
"848155","valsartan","160","MG"
"876518","amlodipine","10","MG"
"876518","telmisartan","40","MG"
"876523","amlodipine","10","MG"
"876523","telmisartan","80","MG"
"876528","amlodipine","5","MG"
"876528","telmisartan","40","MG"
"876533","amlodipine","5","MG"
"876533","telmisartan","80","MG"
"898344","amlodipine","10","MG"
"898344","benazepril","20","MG"
"898348","amlodipine","10","MG"
"898348","benazepril","40","MG"
"898355","amlodipine","5","MG"
"898355","benazepril","10","MG"
"898358","amlodipine","5","MG"
"898358","benazepril","20","MG"
"999971","amlodipine","5","MG"
"999971","olmesartan","20","MG"
"999971","hydrochlorothiazide","12.5","MG"
"999990","amlodipine","10","MG"
"999990","olmesartan","40","MG"
"999990","hydrochlorothiazide","12.5","MG"
"999995","amlodipine","10","MG"
"999995","olmesartan","40","MG"
"999995","hydrochlorothiazide","25","MG"
"1000003","amlodipine","5","MG"
"1000003","olmesartan","40","MG"
"1000003","hydrochlorothiazide","25","MG"
"1600718","amlodipine","10","MG"
"1600718","perindopril","14","MG"
"1600725","amlodipine","2.5","MG"
"1600725","perindopril","3.5","MG"
"1600729","amlodipine","5","MG"
"1600729","perindopril","7","MG"
"2049589","celecoxib","200","MG"
"2049589","amlodipine","2.5","MG"
"2184122","amlodipine","1","MG"
"2266815","celecoxib","200","MG"
"2266815","amlodipine","10","MG"
"2266817","celecoxib","200","MG"
"2266817","amlodipine","5","MG"
"2599175","amlodipine","1","MG"
"572719","amlodipine","2.5","MG"
"572722","amlodipine","5","MG"
"572746","amlodipine","10","MG"
"724877","amlodipine","10","MG"
"724877","valsartan","160","MG"
"724885","amlodipine","10","MG"
"724885","valsartan","320","MG"
"724889","amlodipine","5","MG"
"724889","valsartan","160","MG"
"724893","amlodipine","5","MG"
"724893","valsartan","320","MG"
"744622","amlodipine","10","MG"
"744622","olmesartan","20","MG"
"744626","amlodipine","10","MG"
"744626","olmesartan","40","MG"
"744630","amlodipine","5","MG"
"744630","olmesartan","20","MG"
"744634","amlodipine","5","MG"
"744634","olmesartan","40","MG"
"750197","amlodipine","10","MG"
"750197","atorvastatin","10","MG"
"750201","amlodipine","10","MG"
"750201","atorvastatin","20","MG"
"750205","amlodipine","10","MG"
"750205","atorvastatin","40","MG"
"750209","amlodipine","10","MG"
"750209","atorvastatin","80","MG"
"750213","amlodipine","2.5","MG"
"750213","atorvastatin","40","MG"
"750225","amlodipine","5","MG"
"750225","atorvastatin","10","MG"
"750229","amlodipine","5","MG"
"750229","atorvastatin","20","MG"
"750233","amlodipine","5","MG"
"750233","atorvastatin","40","MG"
"750237","amlodipine","5","MG"
"750237","atorvastatin","80","MG"
"848132","amlodipine","10","MG"
"848132","hydrochlorothiazide","12.5","MG"
"848132","valsartan","160","MG"
"848137","amlodipine","10","MG"
"848137","hydrochlorothiazide","25","MG"
"848137","valsartan","320","MG"
"848142","amlodipine","5","MG"
"848142","hydrochlorothiazide","12.5","MG"
"848142","valsartan","160","MG"
"848147","amlodipine","5","MG"
"848147","hydrochlorothiazide","25","MG"
"848147","valsartan","160","MG"
"848153","amlodipine","10","MG"
"848153","hydrochlorothiazide","25","MG"
"848153","valsartan","160","MG"
"876516","amlodipine","10","MG"
"876516","telmisartan","40","MG"
"876521","amlodipine","10","MG"
"876521","telmisartan","80","MG"
"876526","amlodipine","5","MG"
"876526","telmisartan","40","MG"
"876531","amlodipine","5","MG"
"876531","telmisartan","80","MG"
"898343","amlodipine","10","MG"
"898343","benazepril","20","MG"
"898347","amlodipine","10","MG"
"898347","benazepril","40","MG"
"898354","amlodipine","5","MG"
"898354","benazepril","10","MG"
"898357","amlodipine","5","MG"
"898357","benazepril","20","MG"
"999969","amlodipine","5","MG"
"999969","olmesartan","20","MG"
"999969","hydrochlorothiazide","12.5","MG"
"999988","amlodipine","10","MG"
"999988","olmesartan","40","MG"
"999988","hydrochlorothiazide","12.5","MG"
"999993","amlodipine","10","MG"
"999993","olmesartan","40","MG"
"999993","hydrochlorothiazide","25","MG"
"999998","amlodipine","5","MG"
"999998","olmesartan","40","MG"
"999998","hydrochlorothiazide","12.5","MG"
"1000001","amlodipine","5","MG"
"1000001","olmesartan","40","MG"
"1000001","hydrochlorothiazide","25","MG"
"1050798","amlodipine","5","MG"
"1050798","aliskiren","150","MG"
"1050798","hydrochlorothiazide","12.5","MG"
"1050803","amlodipine","10","MG"
"1050803","aliskiren","300","MG"
"1050803","hydrochlorothiazide","12.5","MG"
"1050806","amlodipine","10","MG"
"1050806","aliskiren","300","MG"
"1050806","hydrochlorothiazide","25","MG"
"1050809","amlodipine","5","MG"
"1050809","aliskiren","300","MG"
"1050809","hydrochlorothiazide","12.5","MG"
"1050812","amlodipine","5","MG"
"1050812","aliskiren","300","MG"
"1050812","hydrochlorothiazide","25","MG"
"1600716","amlodipine","10","MG"
"1600716","perindopril","14","MG"
"1600724","amlodipine","2.5","MG"
"1600724","perindopril","3.5","MG"
"1600728","amlodipine","5","MG"
"1600728","perindopril","7","MG"
"197361","amlodipine","5","MG"
"2047715","celecoxib","200","MG"
"2047715","amlodipine","2.5","MG"
"2047716","celecoxib","200","MG"
"2047716","amlodipine","5","MG"
"2047717","celecoxib","200","MG"
"2047717","amlodipine","10","MG"
"2184120","amlodipine","1","MG"
"2599173","amlodipine","1","MG"
"308135","amlodipine","10","MG"
"308136","amlodipine","2.5","MG"
"404011","amlodipine","5","MG"
"404011","atorvastatin","80","MG"
"404013","amlodipine","10","MG"
"404013","atorvastatin","80","MG"
"597967","amlodipine","10","MG"
"597967","atorvastatin","20","MG"
"597971","amlodipine","2.5","MG"
"597971","atorvastatin","10","MG"
"597974","amlodipine","2.5","MG"
"597974","atorvastatin","20","MG"
"597977","amlodipine","5","MG"
"597977","atorvastatin","10","MG"
"597980","amlodipine","5","MG"
"597980","atorvastatin","20","MG"
"597984","amlodipine","5","MG"
"597984","atorvastatin","40","MG"
"597987","amlodipine","10","MG"
"597987","atorvastatin","10","MG"
"597990","amlodipine","10","MG"
"597990","atorvastatin","40","MG"
"597993","amlodipine","2.5","MG"
"597993","atorvastatin","40","MG"
"722126","amlodipine","10","MG"
"722126","valsartan","160","MG"
"722131","amlodipine","10","MG"
"722131","valsartan","320","MG"
"722134","amlodipine","5","MG"
"722134","valsartan","160","MG"
"722137","amlodipine","5","MG"
"722137","valsartan","320","MG"
"730861","amlodipine","10","MG"
"730861","olmesartan","20","MG"
"730866","amlodipine","10","MG"
"730866","olmesartan","40","MG"
"730869","amlodipine","5","MG"
"730869","olmesartan","20","MG"
"730872","amlodipine","5","MG"
"730872","olmesartan","40","MG"
"757674","amlodipine","10","MG"
"757675","amlodipine","2.5","MG"
"757676","amlodipine","5","MG"
"848131","amlodipine","10","MG"
"848131","hydrochlorothiazide","12.5","MG"
"848131","valsartan","160","MG"
"848135","amlodipine","10","MG"
"848135","hydrochlorothiazide","25","MG"
"848135","valsartan","320","MG"
"848140","amlodipine","5","MG"
"848140","hydrochlorothiazide","12.5","MG"
"848140","valsartan","160","MG"
"848145","amlodipine","5","MG"
"848145","hydrochlorothiazide","25","MG"
"848145","valsartan","160","MG"
"848151","amlodipine","10","MG"
"848151","hydrochlorothiazide","25","MG"
"848151","valsartan","160","MG"
"876514","amlodipine","10","MG"
"876514","telmisartan","40","MG"
"876519","amlodipine","10","MG"
"876519","telmisartan","80","MG"
"876524","amlodipine","5","MG"
"876524","telmisartan","40","MG"
"876529","amlodipine","5","MG"
"876529","telmisartan","80","MG"
"898342","amlodipine","10","MG"
"898342","benazepril","20","MG"
"898346","amlodipine","10","MG"
"898346","benazepril","40","MG"
"898350","amlodipine","2.5","MG"
"898350","benazepril","10","MG"
"898353","amlodipine","5","MG"
"898353","benazepril","10","MG"
"898356","amlodipine","5","MG"
"898356","benazepril","20","MG"
"898359","amlodipine","5","MG"
"898359","benazepril","40","MG"
"999967","amlodipine","5","MG"
"999967","olmesartan","20","MG"
"999967","hydrochlorothiazide","12.5","MG"
"999986","amlodipine","10","MG"
"999986","olmesartan","40","MG"
"999986","hydrochlorothiazide","12.5","MG"
"999991","amlodipine","10","MG"
"999991","olmesartan","40","MG"
"999991","hydrochlorothiazide","25","MG"
"999996","amlodipine","5","MG"
"999996","olmesartan","40","MG"
"999996","hydrochlorothiazide","12.5","MG"
"2184117","amlodipine","1","MG"
"329526","amlodipine","10","MG"
"329527","amlodipine","2.5","MG"
"329528","amlodipine","5","MG"
"389180","ramipril","2.5","MG"
"389180","felodipine","2.5","MG"
"389181","ramipril","5","MG"
"389181","felodipine","5","MG"
"402695","felodipine","10","MG"
"402696","felodipine","5","MG"
"402698","felodipine","2.5","MG"
"315925","felodipine","10","MG"
"315926","felodipine","2.5","MG"
"317371","felodipine","5","MG"
"197848","isradipine","2.5","MG"
"197849","isradipine","5","MG"
"199757","isradipine","2.5","MG"
"562518","isradipine","10","MG"
"562520","isradipine","5","MG"
"316111","isradipine","2.5","MG"
"316112","isradipine","5","MG"
"317393","isradipine","10","MG"
"858601","nicardipine","0.1","MG"
"858605","nicardipine","0.2","MG"
"858609","nicardipine","2.5","MG"
"858600","nicardipine","0.1","MG"
"858604","nicardipine","0.2","MG"
"858608","nicardipine","2.5","MG"
"858580","nicardipine","45","MG"
"858587","nicardipine","30","MG"
"858599","nicardipine","0.1","MG"
"858603","nicardipine","0.2","MG"
"858607","nicardipine","2.5","MG"
"858613","nicardipine","20","MG"
"858616","nicardipine","30","MG"
"858579","nicardipine","45","MG"
"858586","nicardipine","30","MG"
"858598","nicardipine","0.1","MG"
"858602","nicardipine","0.2","MG"
"858606","nicardipine","2.5","MG"
"858612","nicardipine","20","MG"
"207772","nifedipine","30","MG"
"207773","nifedipine","60","MG"
"207774","nifedipine","90","MG"
"672920","nifedipine","30","MG"
"672921","nifedipine","60","MG"
"491278","nifedipine","90","MG"
"491288","nifedipine","30","MG"
"491292","nifedipine","60","MG"
"542721","nifedipine","30","MG"
"602208","nifedipine","60","MG"
"1812011","nifedipine","30","MG"
"1812013","nifedipine","60","MG"
"1812015","nifedipine","90","MG"
"198032","nifedipine","10","MG"
"198033","nifedipine","20","MG"
"198034","nifedipine","30","MG"
"198035","nifedipine","60","MG"
"198036","nifedipine","90","MG"
"199329","nifedipine","5","MG"
"227058","nifedipine","30","MG"
"227059","nifedipine","60","MG"
"248708","nifedipine","10","MG"
"249620","nifedipine","20","MG"
"250206","nifedipine","10","MG"
"250384","nifedipine","40","MG"
"391901","nifedipine","60","MG"
"391980","nifedipine","30","MG"
"393275","atenolol","50","MG"
"393275","nifedipine","20","MG"
"316352","nifedipine","10","MG"
"316353","nifedipine","20","MG"
"317438","nifedipine","60","MG"
"317655","nifedipine","30","MG"
"332549","nifedipine","5","MG"
"337331","nifedipine","40","MG"
"345858","nifedipine","90","MG"
"1790242","clevidipine","0.5","MG"
"1790246","clevidipine","0.5","MG"
"1790248","clevidipine","0.5","MG"
"1790240","clevidipine","0.5","MG"
"1790239","clevidipine","0.5","MG"
"1790245","clevidipine","0.5","MG"
"1790247","clevidipine","0.5","MG"
"1790237","clevidipine","0.5","MG"
"389180","ramipril","2.5","MG"
"389180","felodipine","2.5","MG"
"389181","ramipril","5","MG"
"389181","felodipine","5","MG"
"402695","felodipine","10","MG"
"402696","felodipine","5","MG"
"402698","felodipine","2.5","MG"
"315925","felodipine","10","MG"
"315926","felodipine","2.5","MG"
"317371","felodipine","5","MG"
"153680","lercanidipine","10","MG"
"349485","lercanidipine","20","MG"
"350653","lercanidipine","20","MG"
"385588","lercanidipine","10","MG"
"2377369","levamlodipine","2.5","MG"
"2377373","levamlodipine","5","MG"
"2377368","levamlodipine","2.5","MG"
"2377372","levamlodipine","5","MG"
"2377367","levamlodipine","2.5","MG"
"2377371","levamlodipine","5","MG"
"2377366","levamlodipine","2.5","MG"
"2377370","levamlodipine","5","MG"
"1423773","nimodipine","3","MG"
"207779","nimodipine","30","MG"
"2361313","nimodipine","6","MG"
"1423769","nimodipine","3","MG"
"2361312","nimodipine","6","MG"
"568519","nimodipine","30","MG"
"1423767","nimodipine","3","MG"
"198037","nimodipine","30","MG"
"199491","nimodipine","0.2","MG"
"199783","nimodipine","30","MG"
"2361311","nimodipine","6","MG"
"1423766","nimodipine","3","MG"
"2361310","nimodipine","6","MG"
"316355","nimodipine","30","MG"
"332258","nimodipine","0.2","MG"
"597921","nisoldipine","20","MG"
"763521","nisoldipine","17","MG"
"763576","nisoldipine","25.5","MG"
"763591","nisoldipine","34","MG"
"790840","nisoldipine","8.5","MG"
"571777","nisoldipine","20","MG"
"763498","nisoldipine","8.5","MG"
"763520","nisoldipine","17","MG"
"763575","nisoldipine","25.5","MG"
"763590","nisoldipine","34","MG"
"311983","nisoldipine","10","MG"
"311984","nisoldipine","20","MG"
"311985","nisoldipine","30","MG"
"360344","nisoldipine","40","MG"
"763519","nisoldipine","17","MG"
"763574","nisoldipine","25.5","MG"
"763589","nisoldipine","34","MG"
"790489","nisoldipine","8.5","MG"
"316356","nisoldipine","20","MG"
"316357","nisoldipine","30","MG"
"316358","nisoldipine","40","MG"
"317439","nisoldipine","10","MG"
"763496","nisoldipine","8.5","MG"
"763518","nisoldipine","17","MG"
"763573","nisoldipine","25.5","MG"
"763588","nisoldipine","34","MG"
"104367","doxazosin","1","MG"
"104368","doxazosin","2","MG"
"104369","doxazosin","4","MG"
"1242404","doxazosin","4","MG"
"1242408","doxazosin","8","MG"
"205544","doxazosin","8","MG"
"563606","doxazosin","1","MG"
"563607","doxazosin","2","MG"
"563608","doxazosin","4","MG"
"566444","doxazosin","8","MG"
"197625","doxazosin","1","MG"
"197626","doxazosin","2","MG"
"197627","doxazosin","4","MG"
"197628","doxazosin","8","MG"
"636360","doxazosin","4","MG"
"636361","doxazosin","8","MG"
"328235","doxazosin","1","MG"
"328236","doxazosin","2","MG"
"328238","doxazosin","4","MG"
"328239","doxazosin","8","MG"
"1730076","chlorpromazine","25","MG"
"1730078","chlorpromazine","25","MG"
"199023","chlorpromazine","100","MG"
"991039","chlorpromazine","10","MG"
"991044","chlorpromazine","100","MG"
"991053","chlorpromazine","100","MG"
"991184","chlorpromazine","2","MG"
"991188","chlorpromazine","200","MG"
"991194","chlorpromazine","25","MG"
"991238","chlorpromazine","10","MG"
"991241","chlorpromazine","20","MG"
"991332","chlorpromazine","30","MG"
"991336","chlorpromazine","50","MG"
"991344","chlorpromazine","20","MG"
"991366","chlorpromazine","5","MG"
"992689","chlorpromazine","25","MG"
"992699","chlorpromazine","300","MG"
"992701","chlorpromazine","50","MG"
"315645","chlorpromazine","100","MG"
"991038","chlorpromazine","10","MG"
"991043","chlorpromazine","100","MG"
"991052","chlorpromazine","100","MG"
"991183","chlorpromazine","2","MG"
"991187","chlorpromazine","200","MG"
"991193","chlorpromazine","25","MG"
"991212","chlorpromazine","25","MG"
"991237","chlorpromazine","10","MG"
"991240","chlorpromazine","20","MG"
"991331","chlorpromazine","30","MG"
"991335","chlorpromazine","50","MG"
"991365","chlorpromazine","5","MG"
"992688","chlorpromazine","25","MG"
"992697","chlorpromazine","300","MG"
"992700","chlorpromazine","50","MG"
"1361021","phentolamine","0.235","MG"
"2677798","phentolamine","7.5","MG"
"1361020","phentolamine","0.235","MG"
"2677795","phentolamine","7.5","MG"
"1361019","phentolamine","0.235","MG"
"1361023","phentolamine","5","MG"
"199791","phentolamine","10","MG"
"2677793","phentolamine","7.5","MG"
"1361018","phentolamine","0.235","MG"
"1856562","phentolamine","5","MG"
"2677790","phentolamine","7.5","MG"
"332560","phentolamine","10","MG"
"861404","phenoxybenzamine","10","MG"
"861403","phenoxybenzamine","10","MG"
"150752","phenoxybenzamine","50","MG"
"861402","phenoxybenzamine","10","MG"
"2682693","phenoxybenzamine","50","MG"
"861401","phenoxybenzamine","10","MG"
"208979","prazosin","1","MG"
"208980","prazosin","2","MG"
"208981","prazosin","5","MG"
"569623","prazosin","1","MG"
"569624","prazosin","2","MG"
"569625","prazosin","5","MG"
"198141","prazosin","5","MG"
"199796","prazosin","0.5","MG"
"199797","prazosin","1","MG"
"199798","prazosin","2","MG"
"199799","prazosin","5","MG"
"312481","polythiazide","0.5","MG"
"312481","prazosin","1","MG"
"312482","polythiazide","0.5","MG"
"312482","prazosin","2","MG"
"312483","polythiazide","0.5","MG"
"312483","prazosin","5","MG"
"312593","prazosin","1","MG"
"312594","prazosin","2","MG"
"431751","prazosin","5","MG"
"328786","prazosin","2","MG"
"328787","prazosin","5","MG"
"330527","prazosin","1","MG"
"333208","prazosin","0.5","MG"
"1013934","clonidine","0.1","MG"
"1050338","clonidine","0.17","MG"
"2690735","clonidine","0.1","MG"
"884196","chlorthalidone","15","MG"
"884196","clonidine","0.1","MG"
"884202","chlorthalidone","15","MG"
"884202","clonidine","0.2","MG"
"884207","chlorthalidone","15","MG"
"884207","clonidine","0.3","MG"
"884223","clonidine","0.1","MG"
"884227","clonidine","0.5","MG"
"998673","clonidine","0.1","MG"
"998677","clonidine","0.2","MG"
"998681","clonidine","0.3","MG"
"1013932","clonidine","0.1","MG"
"2268635","clonidine","0.1","MG"
"2268641","clonidine","0.2","MG"
"2268644","clonidine","0.3","MG"
"2599285","clonidine","0.17","MG"
"2690730","clonidine","0.1","MG"
"884194","chlorthalidone","15","MG"
"884194","clonidine","0.1","MG"
"884200","chlorthalidone","15","MG"
"884200","clonidine","0.2","MG"
"884205","chlorthalidone","15","MG"
"884205","clonidine","0.3","MG"
"884222","clonidine","0.1","MG"
"884226","clonidine","0.5","MG"
"1013930","clonidine","0.1","MG"
"2690727","clonidine","0.1","MG"
"884173","clonidine","0.1","MG"
"884185","clonidine","0.2","MG"
"884189","clonidine","0.3","MG"
"884192","chlorthalidone","15","MG"
"884192","clonidine","0.1","MG"
"884198","chlorthalidone","15","MG"
"884198","clonidine","0.2","MG"
"884203","chlorthalidone","15","MG"
"884203","clonidine","0.3","MG"
"884221","clonidine","0.1","MG"
"884225","clonidine","0.5","MG"
"885880","clonidine","0.17","MG"
"892791","clonidine","0.025","MG"
"892793","clonidine","0.15","MG"
"892795","clonidine","0.25","MG"
"998671","clonidine","0.1","MG"
"998675","clonidine","0.2","MG"
"998679","clonidine","0.3","MG"
"2599282","clonidine","0.17","MG"
"884172","clonidine","0.1","MG"
"884184","clonidine","0.2","MG"
"884188","clonidine","0.3","MG"
"884220","clonidine","0.1","MG"
"884224","clonidine","0.5","MG"
"892790","clonidine","0.025","MG"
"892792","clonidine","0.15","MG"
"892794","clonidine","0.25","MG"
"998670","clonidine","0.1","MG"
"998674","clonidine","0.2","MG"
"998678","clonidine","0.3","MG"
"2689139","terazosin","1","MG"
"2689135","terazosin","1","MG"
"260376","terazosin","10","MG"
"2689133","terazosin","1","MG"
"313214","terazosin","10","MG"
"313215","terazosin","1","MG"
"313216","terazosin","1","MG"
"313217","terazosin","2","MG"
"313218","terazosin","2","MG"
"313219","terazosin","5","MG"
"313220","terazosin","5","MG"
"2689130","terazosin","1","MG"
"328723","terazosin","2","MG"
"328724","terazosin","1","MG"
"328725","terazosin","10","MG"
"330521","terazosin","5","MG"
"1013934","clonidine","0.1","MG"
"1050338","clonidine","0.17","MG"
"2690735","clonidine","0.1","MG"
"884196","chlorthalidone","15","MG"
"884196","clonidine","0.1","MG"
"884202","chlorthalidone","15","MG"
"884202","clonidine","0.2","MG"
"884207","chlorthalidone","15","MG"
"884207","clonidine","0.3","MG"
"884223","clonidine","0.1","MG"
"884227","clonidine","0.5","MG"
"998673","clonidine","0.1","MG"
"998677","clonidine","0.2","MG"
"998681","clonidine","0.3","MG"
"1013932","clonidine","0.1","MG"
"2268635","clonidine","0.1","MG"
"2268641","clonidine","0.2","MG"
"2268644","clonidine","0.3","MG"
"2599285","clonidine","0.17","MG"
"2690730","clonidine","0.1","MG"
"884194","chlorthalidone","15","MG"
"884194","clonidine","0.1","MG"
"884200","chlorthalidone","15","MG"
"884200","clonidine","0.2","MG"
"884205","chlorthalidone","15","MG"
"884205","clonidine","0.3","MG"
"884222","clonidine","0.1","MG"
"884226","clonidine","0.5","MG"
"1013930","clonidine","0.1","MG"
"2690727","clonidine","0.1","MG"
"884173","clonidine","0.1","MG"
"884185","clonidine","0.2","MG"
"884189","clonidine","0.3","MG"
"884192","chlorthalidone","15","MG"
"884192","clonidine","0.1","MG"
"884198","chlorthalidone","15","MG"
"884198","clonidine","0.2","MG"
"884203","chlorthalidone","15","MG"
"884203","clonidine","0.3","MG"
"884221","clonidine","0.1","MG"
"884225","clonidine","0.5","MG"
"885880","clonidine","0.17","MG"
"892791","clonidine","0.025","MG"
"892793","clonidine","0.15","MG"
"892795","clonidine","0.25","MG"
"998671","clonidine","0.1","MG"
"998675","clonidine","0.2","MG"
"998679","clonidine","0.3","MG"
"2599282","clonidine","0.17","MG"
"884172","clonidine","0.1","MG"
"884184","clonidine","0.2","MG"
"884188","clonidine","0.3","MG"
"884220","clonidine","0.1","MG"
"884224","clonidine","0.5","MG"
"892790","clonidine","0.025","MG"
"892792","clonidine","0.15","MG"
"892794","clonidine","0.25","MG"
"998670","clonidine","0.1","MG"
"998674","clonidine","0.2","MG"
"998678","clonidine","0.3","MG"
"104357","methyldopa","250","MG"
"197955","methyldopa","125","MG"
"197956","methyldopa","250","MG"
"197958","methyldopa","500","MG"
"197959","chlorothiazide","250","MG"
"197959","methyldopa","250","MG"
"197960","hydrochlorothiazide","25","MG"
"197960","methyldopa","250","MG"
"197961","hydrochlorothiazide","50","MG"
"197961","methyldopa","500","MG"
"197962","hydrochlorothiazide","30","MG"
"197962","methyldopa","500","MG"
"197963","hydrochlorothiazide","15","MG"
"197963","methyldopa","250","MG"
"316283","methyldopa","250","MG"
"317423","methyldopa","125","MG"
"317424","methyldopa","500","MG"
"197477","chlorothiazide","500","MG"
"197477","reserpine","0.125","MG"
"197771","hydrochlorothiazide","50","MG"
"197771","reserpine","0.125","MG"
"197954","methyclothiazide","2.5","MG"
"197954","reserpine","0.1","MG"
"198196","reserpine","0.1","MG"
"198197","reserpine","0.25","MG"
"204501","hydrochlorothiazide","25","MG"
"204501","reserpine","0.125","MG"
"237192","chlorothiazide","250","MG"
"237192","reserpine","0.125","MG"
"905353","hydralazine","25","MG"
"905353","hydrochlorothiazide","15","MG"
"905353","reserpine","0.1","MG"
"316635","reserpine","0.25","MG"
"317484","reserpine","0.1","MG"
"317664","reserpine","0.125","MG"
"250546","moxonidine","0.4","MG"
"250547","moxonidine","0.2","MG"
"388078","moxonidine","0.3","MG"
"335251","moxonidine","0.2","MG"
"335252","moxonidine","0.4","MG"
"393326","moxonidine","0.3","MG"
"197743","guanabenz","4","MG"
"197744","guanabenz","8","MG"
"329789","guanabenz","4","MG"
"329790","guanabenz","8","MG"
"862010","guanfacine","1","MG"
"862015","guanfacine","2","MG"
"862021","guanfacine","3","MG"
"862027","guanfacine","4","MG"
"862008","guanfacine","1","MG"
"862014","guanfacine","2","MG"
"862020","guanfacine","3","MG"
"862026","guanfacine","4","MG"
"197745","guanfacine","1","MG"
"197746","guanfacine","2","MG"
"862006","guanfacine","1","MG"
"862013","guanfacine","2","MG"
"862019","guanfacine","3","MG"
"862025","guanfacine","4","MG"
"329796","guanfacine","2","MG"
"330694","guanfacine","1","MG"
"862018","guanfacine","3","MG"
"862024","guanfacine","4","MG"
"905379","hydralazine","37.5","MG"
"905379","isosorbide dinitrate","20","MG"
"905378","hydralazine","37.5","MG"
"905378","isosorbide dinitrate","20","MG"
"905199","hydralazine","10","MG"
"905203","hydralazine","100","MG"
"905203","hydrochlorothiazide","50","MG"
"905211","hydralazine","25","MG"
"905211","hydrochlorothiazide","25","MG"
"905217","hydralazine","50","MG"
"905217","hydrochlorothiazide","50","MG"
"905222","hydralazine","100","MG"
"905225","hydralazine","25","MG"
"905353","hydralazine","25","MG"
"905353","hydrochlorothiazide","15","MG"
"905353","reserpine","0.1","MG"
"905377","hydralazine","37.5","MG"
"905377","isosorbide dinitrate","20","MG"
"905395","hydralazine","50","MG"
"966571","hydralazine","20","MG"
"905198","hydralazine","10","MG"
"905202","hydralazine","100","MG"
"905210","hydralazine","25","MG"
"905216","hydralazine","50","MG"
"905376","hydralazine","37.5","MG"
"966570","hydralazine","20","MG"
"207371","minoxidil","20","MG"
"2264763","minoxidil","50","MG"
"2538832","minoxidil","20","MG"
"2548832","minoxidil","50","MG"
"2626918","minoxidil","20","MG"
"702354","minoxidil","50","MG"
"809031","minoxidil","50","MG"
"2264760","minoxidil","50","MG"
"2538830","minoxidil","20","MG"
"2626916","minoxidil","20","MG"
"568139","minoxidil","20","MG"
"702352","minoxidil","50","MG"
"1537947","minoxidil","20","MG"
"1537948","minoxidil","50","MG"
"197986","minoxidil","10","MG"
"197987","minoxidil","2.5","MG"
"199776","minoxidil","5","MG"
"2637880","minoxidil","20","MG"
"2668433","minoxidil","0.05","MG"
"2691097","biotin","5","MG"
"2691097","minoxidil","50","MG"
"2704021","biotin","50","MG"
"2704021","minoxidil","50","MG"
"2707693","biotin","2","MG"
"2707693","minoxidil","50","MG"
"2715603","biotin","5","MG"
