Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.18.36,re-admissionIndicator,Re-Admission Indicator,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts which are used to specify that a patient is being re admitted to a healthcare facilityin from which they were discharged, and indicates the circumstances around such re-admission.  Used in HL7 Version 2.x messagine in the PV1 segment.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.360,benefitGroup,Benefit Group,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the benefit group.  Used in the Invoice (IVC) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.361,payeeType,Payee Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts used to specify the type of payee (e.g., organization, person).  Used in the Payee Information (PYE) segment in HL7 Version 2.x messaging.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.362,payeeRelationshipToInvoice,Payee Relationship to Invoice,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the relationship to the invoice for Person Payee Types.  Used in the Payee Information (PYE) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.363,product-serviceStatus,Product/Service Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the processing status for the Product/Service Code.  Used in the Product/Service Line Item (PSL) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.364,product-servicesClarification,Product/Services Clarification Codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the Product/Service Code.  Used in the Product/Service Line Item (PSL) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.365,processingConsideration,Processing Consideration Codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,"Code system of concepts used to specify special processing requested of Payer for this Product/Service Line Item (e.g., hold until paper supporting documentation is received by Payer).  Used in the Product/Service Line Item (PSL) segment in HL7 Version 2.x messaging.",2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.366,adjustmentCategory,Adjustment Category Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the category of adjustment and is used to assist in determining which table is used for Adjustment Reason.  Used in the Adjustment (ADJ) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.367,providerAdjustmentReason,Provider Adjustment Reason Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the reason for this adjustment.  Used in the Adjustment (ADJ) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.368,bloodUnitType,Blood Unit Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts used to specify the type of blood unit.  Used in the Blood Unit Information (BUI) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.369,adjustmentAction,Adjustment Action,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the action requested of the party that receives an adjustment.  Used in the Adjustment (ADJ) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.37,typeOfAgreement,Type of Agreement,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts which specify codes to further identify an insurance plan.  Used in HL7 Version 2.x messaging in the IN1 segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.370,paymentMethod,Payment Method Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the method for the movement of payment.  Used in the Payment Information (PMT) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.371,invoiceProcessingResultsStatus,Invoice Processing Results Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the processing status for an Invoice Processing Result.  Used in the Invoice Processing Result (IPR) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.372,taxStatus,Tax status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to specify the tax status of the provider.  Used in the Invoice (IVC) segment in HL7 Version 2.x messaging.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.373,userAuthenticationCredentialType,User Authentication Credential Type Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying a type of user authentication credential.  Used in HL7 Version 2.x messaging in the UAC segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.374,addressExpirationReason,Address Expiration Reason,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the reason this address was marked as ""ended"".  Used in HL7 Version 2.x messaging in the XAD segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.375,addressUsage,Address Usage,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts specifying how an address is intended to be used.  Used in HL7 Version 2.x messaging in the XAD segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.376,protection,Protection Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying that an address needs to be treated with special care or sensitivity. Used in HL7 Version 2.x messaging in the XAD and XTN segments.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.377,itemStatus,Item Status Codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that identify the state of an inventory item within the context of an inventory location. Used in HL7 Version 2.x messaging in the IVT segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.378,itemImportance,Item Importance Codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that denote a level or importance of an inventory item within the context of an inventory location. Used in HL7 Version 2.x messaging in the IVT segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.379,reorderTheory,Reorder Theory Codes,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that identify the calculation method used to determine the resupply schedule. Used in HL7 Version 2.x messaging in the IVT segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.38,invocationEvent,Invocation event,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts which specify codes for an event precipitating/triggering a charge activity.  Used in HL7 Version 2.x messaging in the CCD and BLG segments.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.380,laborCalculationType,Labor Calculation Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that identify the method used to calculate employee labor and measure employee productivity. Used in HL7 Version 2.x messaging in the SCP segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.381,dateFormat,Date Format,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that identify the date format for a decontamination/sterilization instance. Used in HL7 Version 2.x messaging in the SCP segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.382,deviceType,Device Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that idenfity the kind of device as defined by the manufacturer. Used in HL7 Version 2.x messaging in the SCP segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.383,lotControl,Lot Control,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that define whether the sterilization load for a device is built in the sub-sterile area adjacent to an Operating Room or the Central Processing Department. Used in HL7 Version 2.x messaging in the SCP segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.384,deviceDataState,Device Data State,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that define the state of the data as provided from a device. Used in HL7 Version 2.x messaging in the SDD segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.385,loadStatus,Load Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts used to define the status of the information provided in a device sterilization or decontamination cycle. Used in HL7 Version 2.x messaging in the SDD segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.386,deviceStatus,Device Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts that communicate the state of a device. Used in HL7 Version 2.x messaging in the SCD segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.387,cycleType,Cycle Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts  specifying the type of cycle that is being executed.  A cycle type is a specific sterilization method used for a specific type of supply item.  Used in HL7 Version 2.x messaging in the SCD segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.388,accessRestrictionValue,Access Restriction Value,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the information to which access is restricted.  Used in HL7 Version 2.x messaging in the ARV segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.389,accessRestrictionReason,Access Restriction Reason Code,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the reason for the restricted access.  Used in HL7 Version 2.x messaging in the ARV segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.39,delayedAcknowledgmentType,Delayed Acknowledgement Type,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined code system of concepts which specify a response type used in deferred processing two phase reply for delayed acknowldgement mode of the original acknowledgement mechanism defined in HL7 Version 2.x messaging and used in the MSH segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.391,cclValue,CCL Value,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the clinical complexity level (CCL) value for the determined diagnosis related group (DRG) for this diagnosis.  US Realm.  Used in HL7 Version 2.x messaging in the DG1 segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.392,drgDiagnosisDeterminationStatus,DRG Diagnosis Determination Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,HL7-defined cCode system of concepts specifying the status of a diagnosis for a diagnosis related group (DRG) determination.  US Realm. Used in HL7 Version 2.x messaging in the DG1 segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.393,grouperStatus,Grouper Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the status of a grouper in general.  US Realm. Used in HL7 Version 2.x messaging in the DRG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.394,drgStatusPatient,DRG Status Patient,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying whether the length of stay is normal or respectively shorter or longer than normal. Used in HL7 Version 2.x messaging in the DRG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.395,drgStatusFinancialCalculation,DRG Status Financial Calculation,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the status of the diagnosis related group (DRG) calculation regarding the financial aspects.  US Realm. Used in HL7 Version 2.x messaging in the DRG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
2.16.840.1.113883.18.396,drgGroupingStatus,DRG Grouping Status,Ted,Klein,masked,,Ted Klein,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,masked,HL7 Vocabulary WG Cochair,HL7 International,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",+1 (734) 677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,18,Complete,2.16.840.1.113883,HL7 International,Code system of concepts specifying the status of the use of the gender information for diagnosis related group (DRG) determination.  US Realm. Used in HL7 Version 2.x messaging in the DRG segment.,2016/08/31 12:00:00,2016/08/31 12:00:00,2016/08/31 12:00:00,,UV
