CLS,SUBCLS,IN,RXCUI,NAME,TTY
antidiabetic,Non-sulfonylureas,metformin,1862696,empagliflozin 25 MG / metformin hydrochloride 1000 MG [Synjardy],SBDC
antidiabetic,Non-sulfonylureas,metformin,1940497,dapagliflozin 2.5 MG / metformin hydrochloride 1000 MG [Xigduo],SBDC
antidiabetic,Non-sulfonylureas,metformin,1992687,ertugliflozin 2.5 MG / metformin hydrochloride 1000 MG [Segluromet],SBDC
antidiabetic,Non-sulfonylureas,metformin,1992694,ertugliflozin 2.5 MG / metformin hydrochloride 500 MG [Segluromet],SBDC
antidiabetic,Non-sulfonylureas,metformin,1992699,ertugliflozin 7.5 MG / metformin hydrochloride 1000 MG [Segluromet],SBDC
antidiabetic,Non-sulfonylureas,metformin,1992702,ertugliflozin 7.5 MG / metformin hydrochloride 500 MG [Segluromet],SBDC
antidiabetic,Non-sulfonylureas,metformin,2359281,empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Non-sulfonylureas,metformin,2359289,empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Non-sulfonylureas,metformin,2359352,empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Non-sulfonylureas,metformin,2359357,empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Non-sulfonylureas,metformin,2677157,metformin hydrochloride 1000 MG / sitagliptin 50 MG [Zituvimet],SBDC
antidiabetic,Non-sulfonylureas,metformin,2677163,metformin hydrochloride 500 MG / sitagliptin 50 MG [Zituvimet],SBDC
antidiabetic,Non-sulfonylureas,metformin,860976,metformin hydrochloride 500 MG [Glucophage],SBDC
antidiabetic,Non-sulfonylureas,metformin,860982,metformin hydrochloride 750 MG [Glucophage],SBDC
antidiabetic,Non-sulfonylureas,metformin,860997,metformin hydrochloride 1000 MG [Fortamet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861001,metformin hydrochloride 500 MG [Fortamet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861005,metformin hydrochloride 1000 MG [Glucophage],SBDC
antidiabetic,Non-sulfonylureas,metformin,861011,metformin hydrochloride 850 MG [Glucophage],SBDC
antidiabetic,Non-sulfonylureas,metformin,861014,metformin hydrochloride 1000 MG [Glumetza],SBDC
antidiabetic,Non-sulfonylureas,metformin,861017,metformin hydrochloride 500 MG [Glumetza],SBDC
antidiabetic,Non-sulfonylureas,metformin,861026,metformin hydrochloride 100 MG/ML [Riomet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861750,glyburide 2.5 MG / metformin hydrochloride 500 MG [Glucovance],SBDC
antidiabetic,Non-sulfonylureas,metformin,861755,glyburide 5 MG / metformin hydrochloride 500 MG [Glucovance],SBDC
antidiabetic,Non-sulfonylureas,metformin,861761,metformin hydrochloride 1000 MG / rosiglitazone 2 MG [Avandamet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861770,metformin hydrochloride 1000 MG / sitagliptin 50 MG [Janumet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861784,metformin hydrochloride 500 MG / pioglitazone 15 MG [Actoplus Met],SBDC
antidiabetic,Non-sulfonylureas,metformin,861807,metformin hydrochloride 500 MG / rosiglitazone 2 MG [Avandamet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861817,metformin hydrochloride 500 MG / rosiglitazone 4 MG [Avandamet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861820,metformin hydrochloride 500 MG / sitagliptin 50 MG [Janumet],SBDC
antidiabetic,Non-sulfonylureas,metformin,861823,metformin hydrochloride 850 MG / pioglitazone 15 MG [Actoplus Met],SBDC
antidiabetic,Non-sulfonylureas,metformin,1043566,metformin / saxagliptin Extended Release Oral Tablet [Kombiglyze],SBDF
antidiabetic,Non-sulfonylureas,metformin,1243037,linagliptin / metformin Oral Tablet [Jentadueto],SBDF
antidiabetic,Non-sulfonylureas,metformin,1243839,metformin / sitagliptin Extended Release Oral Tablet [Janumet],SBDF
antidiabetic,Non-sulfonylureas,metformin,1368395,alogliptin / metformin Oral Tablet [Kazano],SBDF
antidiabetic,Non-sulfonylureas,metformin,1545153,canagliflozin / metformin Oral Tablet [Invokamet],SBDF
antidiabetic,Non-sulfonylureas,metformin,1593774,dapagliflozin / metformin Extended Release Oral Tablet [Xigduo],SBDF
antidiabetic,Non-sulfonylureas,metformin,1664318,empagliflozin / metformin Oral Tablet [Synjardy],SBDF
antidiabetic,Non-sulfonylureas,metformin,1796090,linagliptin / metformin Extended Release Oral Tablet [Jentadueto],SBDF
antidiabetic,Non-sulfonylureas,metformin,1810998,canagliflozin / metformin Extended Release Oral Tablet [Invokamet],SBDF
antidiabetic,Non-sulfonylureas,metformin,1862687,empagliflozin / metformin Extended Release Oral Tablet [Synjardy],SBDF
antidiabetic,Non-sulfonylureas,metformin,1992688,ertugliflozin / metformin Oral Tablet [Segluromet],SBDF
antidiabetic,Non-sulfonylureas,metformin,2200519,metformin Extended Release Suspension [Riomet],SBDF
antidiabetic,Non-sulfonylureas,metformin,2359282,empagliflozin / linagliptin / metformin Extended Release Oral Tablet [Trijardy],SBDF
antidiabetic,Non-sulfonylureas,metformin,2677160,metformin / sitagliptin Oral Tablet [Zituvimet],SBDF
antidiabetic,Non-sulfonylureas,metformin,368254,metformin Oral Tablet [Glucophage],SBDF
antidiabetic,Non-sulfonylureas,metformin,406257,metformin Oral Solution [Riomet],SBDF
antidiabetic,Non-sulfonylureas,metformin,541768,metformin Extended Release Oral Tablet [Fortamet],SBDF
antidiabetic,Non-sulfonylureas,metformin,647241,metformin Extended Release Oral Tablet [Glumetza],SBDF
antidiabetic,Non-sulfonylureas,metformin,731442,metformin / pioglitazone Oral Tablet [Actoplus Met],SBDF
antidiabetic,Non-sulfonylureas,metformin,757603,metformin / sitagliptin Oral Tablet [Janumet],SBDF
antidiabetic,Non-sulfonylureas,metformin,802051,metformin Extended Release Oral Tablet [Glucophage],SBDF
antidiabetic,Non-sulfonylureas,metformin,806287,metformin / rosiglitazone Oral Tablet [Avandamet],SBDF
antidiabetic,Non-sulfonylureas,metformin,861756,glyburide / metformin Oral Tablet [Glucovance],SBDF
antidiabetic,Non-sulfonylureas,metformin,1167810,Janumet Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1167811,Janumet Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1169920,Actoplus Met Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1169923,Actoplus Met Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1171244,Glucophage Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1171245,Glucophage Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1171248,Glucovance Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1171249,Glucovance Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1171254,Glumetza Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1171255,Glumetza Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1172629,Fortamet Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1172630,Fortamet Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1172860,Kombiglyze Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1172861,Kombiglyze Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1175016,Avandamet Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1175021,Avandamet Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1185325,Riomet Oral Liquid Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1185326,Riomet Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1243038,Jentadueto Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1243039,Jentadueto Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1368396,Kazano Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1368397,Kazano Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1545154,Invokamet Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1545155,Invokamet Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1592716,Xigduo Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1592717,Xigduo Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1664319,Synjardy Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1664320,Synjardy Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1992689,Segluromet Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,1992690,Segluromet Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,2359283,Trijardy Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,2359284,Trijardy Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,2677158,Zituvimet Oral Product,SBDG
antidiabetic,Non-sulfonylureas,metformin,2677159,Zituvimet Pill,SBDG
antidiabetic,Non-sulfonylureas,metformin,1043563,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1043570,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1043578,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1243020,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1243027,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1243034,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1243827,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1243842,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1243846,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1368385,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1368392,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1545150,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1545157,canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1545161,canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1545164,canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1593058,24 HR dapagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1593068,24 HR dapagliflozin 10 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1593070,24 HR dapagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1593072,24 HR dapagliflozin 5 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1664315,empagliflozin 5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1664323,empagliflozin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1664326,empagliflozin 5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1665367,empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1796089,24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1796094,24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1807888,Modified 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1807894,Osmotic 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1807915,Modified 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1807917,Osmotic 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1810997,24 HR canagliflozin 150 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1811002,24 HR canagliflozin 150 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1811006,24 HR canagliflozin 50 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1811010,24 HR canagliflozin 50 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1862685,24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1862691,24 HR empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1862695,24 HR empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1862700,24 HR empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1940496,24 HR dapagliflozin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1992685,ertugliflozin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1992693,ertugliflozin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1992698,ertugliflozin 7.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,1992701,ertugliflozin 7.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,2200518,metformin hydrochloride 100 MG/ML Extended Release Suspension,SCD
antidiabetic,Non-sulfonylureas,metformin,2359279,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,2359288,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,2359351,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,2359356,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,860975,24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,860981,24 HR metformin hydrochloride 750 MG Extended Release Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861004,metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861007,metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861010,metformin hydrochloride 850 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861021,metformin hydrochloride 625 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861025,metformin hydrochloride 100 MG/ML Oral Solution,SCD
antidiabetic,Non-sulfonylureas,metformin,861731,glipizide 2.5 MG / metformin hydrochloride 250 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861736,glipizide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861740,glipizide 5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861743,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861748,glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861753,glyburide 5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861760,metformin hydrochloride 1000 MG / rosiglitazone 2 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861763,metformin hydrochloride 1000 MG / rosiglitazone 4 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861769,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861783,metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861787,metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861790,metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861795,metformin hydrochloride 500 MG / rosiglitazone 1 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861806,metformin hydrochloride 500 MG / rosiglitazone 2 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861816,metformin hydrochloride 500 MG / rosiglitazone 4 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861819,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,861822,metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet,SCD
antidiabetic,Non-sulfonylureas,metformin,860974,metformin hydrochloride 500 MG,SCDC
antidiabetic,Non-sulfonylureas,metformin,860980,metformin hydrochloride 750 MG,SCDC
antidiabetic,Non-sulfonylureas,metformin,860995,metformin hydrochloride 1000 MG,SCDC
antidiabetic,Non-sulfonylureas,metformin,861009,metformin hydrochloride 850 MG,SCDC
antidiabetic,Non-sulfonylureas,metformin,861020,metformin hydrochloride 625 MG,SCDC
antidiabetic,Non-sulfonylureas,metformin,861024,metformin hydrochloride 100 MG/ML,SCDC
antidiabetic,Non-sulfonylureas,metformin,861730,metformin hydrochloride 250 MG,SCDC
antidiabetic,Non-sulfonylureas,metformin,1043561,metformin / saxagliptin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1243018,linagliptin / metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1243826,metformin / sitagliptin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1368383,alogliptin / metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1545148,canagliflozin / metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1593057,dapagliflozin / metformin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1664313,empagliflozin / metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1796088,linagliptin / metformin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1810996,canagliflozin / metformin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1862684,empagliflozin / metformin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1992683,ertugliflozin / metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,2200517,metformin Extended Release Suspension,SCDF
antidiabetic,Non-sulfonylureas,metformin,2359278,empagliflozin / linagliptin / metformin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,372803,metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,372804,metformin Extended Release Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,374635,glyburide / metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,378729,metformin / rosiglitazone Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,378730,glipizide / metformin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,406082,metformin Oral Solution,SCDF
antidiabetic,Non-sulfonylureas,metformin,577093,metformin / pioglitazone Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,700516,metformin / sitagliptin Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,802742,metformin / repaglinide Oral Tablet,SCDF
antidiabetic,Non-sulfonylureas,metformin,1156197,glyburide / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161597,metformin / pioglitazone Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161598,metformin / pioglitazone Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161599,metformin / repaglinide Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161600,metformin / repaglinide Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161603,metformin / rosiglitazone Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161604,metformin / rosiglitazone Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161605,metformin / saxagliptin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161606,metformin / saxagliptin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161607,metformin / sitagliptin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161608,metformin / sitagliptin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161609,metformin Oral Liquid Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161610,metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1161611,metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1165205,glipizide / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1165206,glipizide / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1165845,glyburide / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1243016,linagliptin / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1243017,linagliptin / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1368381,alogliptin / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1368382,alogliptin / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1545146,canagliflozin / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1545147,canagliflozin / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1592709,dapagliflozin / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1592710,dapagliflozin / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1664311,empagliflozin / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1664312,empagliflozin / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,1992681,ertugliflozin / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,1992682,ertugliflozin / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,2359276,empagliflozin / linagliptin / metformin Oral Product,SCDG
antidiabetic,Non-sulfonylureas,metformin,2359277,empagliflozin / linagliptin / metformin Pill,SCDG
antidiabetic,Non-sulfonylureas,metformin,2371722,dapagliflozin / metformin / saxagliptin Oral Product,SCDG
antidiabetic,SGLT-2 inhibitors,empagliflozin,1545653,empagliflozin,IN
antidiabetic,SGLT-2 inhibitors,empagliflozin,1598392,empagliflozin / linagliptin,MIN
antidiabetic,SGLT-2 inhibitors,empagliflozin,1664314,empagliflozin / metformin,MIN
antidiabetic,SGLT-2 inhibitors,empagliflozin,2281864,empagliflozin / linagliptin / metformin,MIN
antidiabetic,SGLT-2 inhibitors,empagliflozin,1545664,empagliflozin 10 MG Oral Tablet [Jardiance],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1545668,empagliflozin 25 MG Oral Tablet [Jardiance],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1602115,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet [Glyxambi],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1602120,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet [Glyxambi],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1664321,empagliflozin 5 MG / metformin hydrochloride 500 MG Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1664325,empagliflozin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1664328,empagliflozin 5 MG / metformin hydrochloride 1000 MG Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1665369,empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1862688,24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1862692,24 HR empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1862697,24 HR empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1862701,24 HR empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,2359285,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,2359290,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,2359353,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,2359358,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,SGLT-2 inhibitors,empagliflozin,1545660,empagliflozin 10 MG [Jardiance],SBDC
antidiabetic,SGLT-2 inhibitors,empagliflozin,1545667,empagliflozin 25 MG [Jardiance],SBDC
antidiabetic,SGLT-2 inhibitors,empagliflozin,1602111,empagliflozin 10 MG / linagliptin 5 MG [Glyxambi],SBDC
antidiabetic,SGLT-2 inhibitors,empagliflozin,1602119,empagliflozin 25 MG / linagliptin 5 MG [Glyxambi],SBDC
